DT,NDVI,P,ET,LST
2017-04-20,0.5467,64.6369,50.963,34.8185
2017-04-30,0.6012,70.8307,44.9863,29.7331
2017-05-10,0.6757,49.5435,42.3909,28.7654
2017-05-20,0.6935,30.2418,44.0542,29.0847
2017-05-31,0.6803,50.4498,45.0334,28.412
2017-06-10,0.6448,7.742000000000001,45.911,25.9039
2017-06-20,0.5989,5.2282,46.4737,27.3518
2017-06-30,0.5446,6.6134,46.1774,27.3702
2017-07-10,0.4925,12.1783,44.1967,27.6071
2017-07-20,0.461,12.5432,45.9065,30.7123
2017-07-31,0.4467,9.4201,50.3872,30.3491
2017-08-10,0.4425,18.8555,49.1326,30.613000000000003
2017-08-20,0.4589,8.5299,52.5559,31.5021
2017-08-31,0.4683,31.1386,52.3509,33.2426
2017-09-10,0.4823,21.9894,46.2147,31.7192
2017-09-20,0.4966,28.3379,50.7954,32.6829
2017-09-30,0.5162,23.5151,48.763000000000005,31.3629
2017-10-10,0.5428,39.0671,43.9141,31.2158
2017-10-20,0.5674,58.2375,36.3144,28.5448
2017-10-31,0.615,59.7083,44.3305,24.561
2017-11-10,0.6605,33.0756,36.4577,25.0127
2017-11-20,0.6968,12.5426,42.9521,27.0333
2017-11-30,0.6961,6.8405,44.416000000000004,28.8735
2017-12-10,0.6611,1.3945,48.6872,32.5225
2017-12-20,0.5976,1.0561,49.8185,35.1623
2017-12-31,0.5309,1.8035,58.2042,37.1078
2018-01-10,0.4733,2.3142,50.4432,37.1839
2018-01-20,0.4329,1.9106,55.9801,37.8532
2018-01-31,0.4108,2.5301,64.455,40.5166
2018-02-10,0.4016,3.4884,62.8576,40.8245
2018-02-20,0.4078,16.753,56.9398,39.3751
2018-02-28,0.4336,33.0993,39.9349,35.3755
2018-03-10,0.4863,32.8754,40.0186,33.5584
2018-03-20,0.5624,44.8096,43.3003,31.2372
2018-03-31,0.6342,18.8918,53.7645,29.3212
2018-04-10,0.6855,154.6205,38.0959,28.0836
2018-04-20,0.7175,171.8234,29.7278,26.895
2018-04-30,0.7354,88.1148,35.1603,25.9461
2018-05-10,0.7389,27.9558,37.3731,24.9577
2018-05-20,0.7218,52.3487,37.1155,25.8852
2018-05-31,0.6793,43.5408,39.861999999999995,22.570999999999998
2018-06-10,0.6128,30.2665,33.8665,23.52
2018-06-20,0.5779,10.7291,37.7943,23.5927
2018-06-30,0.5417,14.2858,40.6771,24.8969
2018-07-10,0.5358,4.9213,39.5188,23.8962
2018-07-20,0.537,4.2744,39.9866,25.8307
2018-07-31,0.5472,4.0746,48.2493,29.7532
2018-08-10,0.5615,11.2061,48.4888,29.7274
2018-08-20,0.5578,7.2547,46.1697,27.394000000000002
2018-08-31,0.5393,31.3864,53.2707,29.9284
2018-09-10,0.5392,18.116,51.8433,31.2651
2018-09-20,0.562,15.2886,55.1509,32.9179
2018-09-30,0.5866,45.3524,48.7802,29.7435
2018-10-10,0.6141,28.9833,45.1266,29.0267
2018-10-20,0.6519,40.729,42.0415,29.2558
2018-10-31,0.6904,34.5297,48.3736,25.9568
2018-11-10,0.7071,14.6865,48.4147,27.5571
2018-11-20,0.7126,33.3655,44.7124,26.0541
2018-11-30,0.6997,20.9238,49.7149,29.3311
2018-12-10,0.6669,2.779,46.2528,30.0999
2018-12-20,0.6181,1.8744,51.6227,32.22
2018-12-31,0.5653,2.4331,58.989,33.5301
2019-01-10,0.5175,2.78,58.3689,36.4428
2019-01-20,0.4768,2.1213,59.3317,38.905
2019-01-31,0.4447,2.5479,67.2289,40.4036
2019-02-10,0.4246,2.345,63.9234,39.2024
2019-02-20,0.4182,3.4635,64.5046,40.5762
2019-02-28,0.4252,3.694,52.7764,41.1636
2019-03-10,0.4319,9.5762,64.4612,43.0894
2019-03-20,0.4342,5.3887,68.9458,42.0191
2019-03-31,0.4365,19.502,69.9955,41.3199
