DT,NDVI,P,ET,LST
2017-05-10,0.4494,29.8235,41.1074,31.5678
2017-05-20,0.4773,42.4775,37.313,30.9919
2017-05-31,0.4979,29.8988,43.1602,30.2987
2017-06-10,0.5056,15.2537,44.6223,31.6278
2017-06-20,0.5007,13.5896,44.7424,34.1596
2017-06-30,0.488,27.6179,40.5331,31.733
2017-07-10,0.4755,54.3015,34.0002,28.3478
2017-07-20,0.4786,52.3279,34.9351,28.3201
2017-07-31,0.4971,54.2621,40.2169,28.6562
2017-08-10,0.5242,58.6794,37.6683,28.4685
2017-08-20,0.5528,43.7179,38.6562,27.2059
2017-08-31,0.5710000000000001,82.6277,39.7769,27.8674
2017-09-10,0.5935,69.5896,35.4395,24.7123
2017-09-20,0.5995,76.9947,36.9153,26.4604
2017-09-30,0.6189,45.7146,36.2641,24.7972
2017-10-10,0.6321,8.2763,37.5248,27.0418
2017-10-20,0.6235,20.0453,39.3308,27.5256
2017-10-31,0.6021,12.2023,39.2986,28.0205
2017-11-10,0.5666,4.6275,35.5969,27.4245
2017-11-20,0.5304,4.4207,37.7493,30.6068
2017-11-30,0.4914,4.0709,36.546,30.9165
2017-12-10,0.4478,1.8652,39.1923,33.9297
2017-12-20,0.4006,1.4705,39.2425,34.7486
2017-12-31,0.3603,2.3729,45.1268,37.3467
2018-01-10,0.3312,2.8443,39.0191,35.5683
2018-01-20,0.3122,2.5212,43.2055,37.6475
2018-01-31,0.3007,2.8384,51.5267,40.3276
2018-02-10,0.292,5.435,48.6953,39.8707
2018-02-20,0.2914,23.142,46.9611,40.1501
2018-02-28,0.3004,23.9535,32.387,34.3247
2018-03-10,0.3241,31.8498,37.1466,35.6975
2018-03-20,0.3609,26.8262,37.9468,33.3874
2018-03-31,0.4009,9.6381,51.918,34.4761
2018-04-10,0.4393,77.0238,34.7338,31.4174
2018-04-20,0.484,92.5761,31.0157,29.2539
2018-04-30,0.5353,52.9475,35.3648,29.7341
2018-05-10,0.5670000000000001,8.6747,41.2337,29.9217
2018-05-20,0.5722,33.5647,42.4375,30.8337
2018-05-31,0.5641,33.1387,41.3519,28.7263
2018-06-10,0.5474,34.5745,37.7775,28.3353
2018-06-20,0.5346,45.9643,36.341,26.543000000000003
2018-06-30,0.5234,55.3954,35.7324,24.7902
2018-07-10,0.5192,37.6651,36.146,26.3108
2018-07-20,0.5243,33.6932,33.646,25.1973
2018-07-31,0.5462,21.6656,42.0366,27.2409
2018-08-10,0.5742,37.7803,39.4635,28.7928
2018-08-20,0.6011,33.5871,35.5383,28.3662
2018-08-31,0.6251,93.0958,39.9191,25.3628
2018-09-10,0.642,19.4085,42.7532,27.7855
2018-09-20,0.6445,30.745,37.986,27.7666
2018-09-30,0.6275,25.7249,41.3136,28.5515
2018-10-10,0.5924,14.4924,42.0169,29.4592
2018-10-20,0.562,38.6227,38.2187,31.3395
2018-10-31,0.5397,19.8461,36.5832,26.6842
2018-11-10,0.5253,9.4414,37.6993,29.5071
2018-11-20,0.5139,14.378,32.751,27.5467
2018-11-30,0.5014,9.0799,36.0987,31.0758
2018-12-10,0.4839,2.0618,36.4289,31.6362
2018-12-20,0.4582,1.3594,39.5251,33.3298
2018-12-31,0.4267,2.0872,42.47,34.2463
2019-01-10,0.3926,2.7244,43.9979,37.3419
2019-01-20,0.3597,2.6241,46.3637,39.6236
2019-01-31,0.3308,2.865,53.1205,41.0361
2019-02-10,0.3123,4.6022,50.9499,40.6391
2019-02-20,0.3022,5.9898,51.589,40.5546
2019-02-28,0.3043,5.0457,40.0526,41.9312
2019-03-10,0.313,19.4171,48.4182,41.8328
2019-03-20,0.3175,6.1707,57.9128,43.2109
2019-03-31,0.32,12.681,60.2924,42.8892
